순번,국립공원,사무소,관리지구,탐방지역,일자,전체 탐방객수
15096,설악산,설악산,오색지구,약수터입구,2021.9.6,272
15097,설악산,설악산,오색지구,용소폭포,2021.9.6,72
15098,설악산,설악산,오색지구,흘림골,2021.9.6,0
15099,설악산,설악산,장수대지구,장수대,2021.9.6,40
15100,설악산,설악산,장수대지구,한계령,2021.9.6,52
15101,설악산,설악산,백담지구,남교리,2021.9.6,47
15102,설악산,설악산,백담지구,백담,2021.9.6,540
15103,설악산,설악산,고지대,희운각,2021.9.6,0
15104,설악산,설악산,고지대,소청,2021.9.6,0
15105,설악산,설악산,점봉산,점봉산(곰배령),2021.9.6,0
15106,설악산,설악산,설악동,설악동,2021.9.7,496
15107,설악산,설악산,설악동,야영장,2021.9.7,64
15108,설악산,설악산,오색지구,남설악,2021.9.7,0
15109,설악산,설악산,오색지구,약수터입구,2021.9.7,53
15110,설악산,설악산,오색지구,용소폭포,2021.9.7,4
15111,설악산,설악산,오색지구,흘림골,2021.9.7,0
15112,설악산,설악산,장수대지구,장수대,2021.9.7,0
15113,설악산,설악산,장수대지구,한계령,2021.9.7,0
15114,설악산,설악산,백담지구,남교리,2021.9.7,0
15115,설악산,설악산,백담지구,백담,2021.9.7,120
15116,설악산,설악산,고지대,희운각,2021.9.7,0
15117,설악산,설악산,고지대,소청,2021.9.7,0
15118,설악산,설악산,점봉산,점봉산(곰배령),2021.9.7,0
15119,설악산,설악산,설악동,설악동,2021.9.8,1700
15120,설악산,설악산,설악동,야영장,2021.9.8,128
15121,설악산,설악산,오색지구,남설악,2021.9.8,35
15122,설악산,설악산,오색지구,약수터입구,2021.9.8,213
15123,설악산,설악산,오색지구,용소폭포,2021.9.8,84
15124,설악산,설악산,오색지구,흘림골,2021.9.8,0
15125,설악산,설악산,장수대지구,장수대,2021.9.8,38
15126,설악산,설악산,장수대지구,한계령,2021.9.8,40
15127,설악산,설악산,백담지구,남교리,2021.9.8,39
15128,설악산,설악산,백담지구,백담,2021.9.8,284
15129,설악산,설악산,고지대,희운각,2021.9.8,0
15130,설악산,설악산,고지대,소청,2021.9.8,0
15131,설악산,설악산,점봉산,점봉산(곰배령),2021.9.8,219
15132,설악산,설악산,설악동,설악동,2021.9.9,2671
15133,설악산,설악산,설악동,야영장,2021.9.9,152
15134,설악산,설악산,오색지구,남설악,2021.9.9,178
15135,설악산,설악산,오색지구,약수터입구,2021.9.9,290
15136,설악산,설악산,오색지구,용소폭포,2021.9.9,91
15137,설악산,설악산,오색지구,흘림골,2021.9.9,0
15138,설악산,설악산,장수대지구,장수대,2021.9.9,50
15139,설악산,설악산,장수대지구,한계령,2021.9.9,152
15140,설악산,설악산,백담지구,남교리,2021.9.9,42
15141,설악산,설악산,백담지구,백담,2021.9.9,516
15142,설악산,설악산,고지대,희운각,2021.9.9,1
15143,설악산,설악산,고지대,소청,2021.9.9,1
15144,설악산,설악산,점봉산,점봉산(곰배령),2021.9.9,281
15145,설악산,설악산,설악동,설악동,2021.9.10,2864
15146,설악산,설악산,설악동,야영장,2021.9.10,228
15147,설악산,설악산,오색지구,남설악,2021.9.10,130
15148,설악산,설악산,오색지구,약수터입구,2021.9.10,323
15149,설악산,설악산,오색지구,용소폭포,2021.9.10,103
15150,설악산,설악산,오색지구,흘림골,2021.9.10,0
15151,설악산,설악산,장수대지구,장수대,2021.9.10,38
15152,설악산,설악산,장수대지구,한계령,2021.9.10,109
15153,설악산,설악산,백담지구,남교리,2021.9.10,59
15154,설악산,설악산,백담지구,백담,2021.9.10,376
15155,설악산,설악산,고지대,희운각,2021.9.10,2
15156,설악산,설악산,고지대,소청,2021.9.10,0
15157,설악산,설악산,점봉산,점봉산(곰배령),2021.9.10,273
15158,설악산,설악산,설악동,설악동,2021.9.11,5371
15159,설악산,설악산,설악동,야영장,2021.9.11,236
15160,설악산,설악산,오색지구,남설악,2021.9.11,696
15161,설악산,설악산,오색지구,약수터입구,2021.9.11,541
15162,설악산,설악산,오색지구,용소폭포,2021.9.11,177
15163,설악산,설악산,오색지구,흘림골,2021.9.11,0
15164,설악산,설악산,장수대지구,장수대,2021.9.11,173
15165,설악산,설악산,장수대지구,한계령,2021.9.11,492
15166,설악산,설악산,백담지구,남교리,2021.9.11,156
15167,설악산,설악산,백담지구,백담,2021.9.11,988
15168,설악산,설악산,고지대,희운각,2021.9.11,3
15169,설악산,설악산,고지대,소청,2021.9.11,1
15170,설악산,설악산,점봉산,점봉산(곰배령),2021.9.11,613
15171,설악산,설악산,설악동,설악동,2021.9.12,4124
15172,설악산,설악산,설악동,야영장,2021.9.12,176
15173,설악산,설악산,오색지구,남설악,2021.9.12,297
15174,설악산,설악산,오색지구,약수터입구,2021.9.12,539
15175,설악산,설악산,오색지구,용소폭포,2021.9.12,161
15176,설악산,설악산,오색지구,흘림골,2021.9.12,0
15177,설악산,설악산,장수대지구,장수대,2021.9.12,113
15178,설악산,설악산,장수대지구,한계령,2021.9.12,274
15179,설악산,설악산,백담지구,남교리,2021.9.12,146
15180,설악산,설악산,백담지구,백담,2021.9.12,838
15181,설악산,설악산,고지대,희운각,2021.9.12,1
15182,설악산,설악산,고지대,소청,2021.9.12,0
15183,설악산,설악산,점봉산,점봉산(곰배령),2021.9.12,503
15184,설악산,설악산,설악동,설악동,2021.9.13,2353
15185,설악산,설악산,설악동,야영장,2021.9.13,136
15186,설악산,설악산,오색지구,남설악,2021.9.13,72
15187,설악산,설악산,오색지구,약수터입구,2021.9.13,256
15188,설악산,설악산,오색지구,용소폭포,2021.9.13,97
15189,설악산,설악산,오색지구,흘림골,2021.9.13,0
15190,설악산,설악산,장수대지구,장수대,2021.9.13,22
15191,설악산,설악산,장수대지구,한계령,2021.9.13,79
15192,설악산,설악산,백담지구,남교리,2021.9.13,58
15193,설악산,설악산,백담지구,백담,2021.9.13,267
15194,설악산,설악산,고지대,희운각,2021.9.13,0
15195,설악산,설악산,고지대,소청,2021.9.13,0
15196,설악산,설악산,점봉산,점봉산(곰배령),2021.9.13,0
15197,설악산,설악산,설악동,설악동,2021.9.14,1518
15198,설악산,설악산,설악동,야영장,2021.9.14,128
15199,설악산,설악산,오색지구,남설악,2021.9.14,183
15200,설악산,설악산,오색지구,약수터입구,2021.9.14,315
15201,설악산,설악산,오색지구,용소폭포,2021.9.14,88
15202,설악산,설악산,오색지구,흘림골,2021.9.14,0
15203,설악산,설악산,장수대지구,장수대,2021.9.14,39
15204,설악산,설악산,장수대지구,한계령,2021.9.14,70
15205,설악산,설악산,백담지구,남교리,2021.9.14,89
15206,설악산,설악산,백담지구,백담,2021.9.14,187
15207,설악산,설악산,고지대,희운각,2021.9.14,0
15208,설악산,설악산,고지대,소청,2021.9.14,0
15209,설악산,설악산,점봉산,점봉산(곰배령),2021.9.14,0
15210,설악산,설악산,설악동,설악동,2021.9.15,1992
15211,설악산,설악산,설악동,야영장,2021.9.15,104
15212,설악산,설악산,오색지구,남설악,2021.9.15,192
15213,설악산,설악산,오색지구,약수터입구,2021.9.15,189
15214,설악산,설악산,오색지구,용소폭포,2021.9.15,55
15215,설악산,설악산,오색지구,흘림골,2021.9.15,0
15216,설악산,설악산,장수대지구,장수대,2021.9.15,46
15217,설악산,설악산,장수대지구,한계령,2021.9.15,47
15218,설악산,설악산,백담지구,남교리,2021.9.15,81
15219,설악산,설악산,백담지구,백담,2021.9.15,313
15220,설악산,설악산,고지대,희운각,2021.9.15,1
15221,설악산,설악산,고지대,소청,2021.9.15,0
15222,설악산,설악산,점봉산,점봉산(곰배령),2021.9.15,304
15223,설악산,설악산,설악동,설악동,2021.9.16,1483
15224,설악산,설악산,설악동,야영장,2021.9.16,104
15225,설악산,설악산,오색지구,남설악,2021.9.16,81
15226,설악산,설악산,오색지구,약수터입구,2021.9.16,192
15227,설악산,설악산,오색지구,용소폭포,2021.9.16,62
15228,설악산,설악산,오색지구,흘림골,2021.9.16,0
15229,설악산,설악산,장수대지구,장수대,2021.9.16,34
15230,설악산,설악산,장수대지구,한계령,2021.9.16,50
15231,설악산,설악산,백담지구,남교리,2021.9.16,49
15232,설악산,설악산,백담지구,백담,2021.9.16,185
15233,설악산,설악산,고지대,희운각,2021.9.16,0
15234,설악산,설악산,고지대,소청,2021.9.16,0
15235,설악산,설악산,점봉산,점봉산(곰배령),2021.9.16,161
15236,설악산,설악산,설악동,설악동,2021.9.17,1239
15237,설악산,설악산,설악동,야영장,2021.9.17,206
15238,설악산,설악산,오색지구,남설악,2021.9.17,43
15239,설악산,설악산,오색지구,약수터입구,2021.9.17,150
15240,설악산,설악산,오색지구,용소폭포,2021.9.17,48
15241,설악산,설악산,오색지구,흘림골,2021.9.17,0
15242,설악산,설악산,장수대지구,장수대,2021.9.17,16
15243,설악산,설악산,장수대지구,한계령,2021.9.17,22
15244,설악산,설악산,백담지구,남교리,2021.9.17,30
15245,설악산,설악산,백담지구,백담,2021.9.17,151
15246,설악산,설악산,고지대,희운각,2021.9.17,0
15247,설악산,설악산,고지대,소청,2021.9.17,0
15248,설악산,설악산,점봉산,점봉산(곰배령),2021.9.17,88
15249,설악산,설악산,설악동,설악동,2021.9.18,5462
15250,설악산,설악산,설악동,야영장,2021.9.18,240
15251,설악산,설악산,오색지구,남설악,2021.9.18,474
15252,설악산,설악산,오색지구,약수터입구,2021.9.18,604
15253,설악산,설악산,오색지구,용소폭포,2021.9.18,219
15254,설악산,설악산,오색지구,흘림골,2021.9.18,0
15255,설악산,설악산,장수대지구,장수대,2021.9.18,85
15256,설악산,설악산,장수대지구,한계령,2021.9.18,372
15257,설악산,설악산,백담지구,남교리,2021.9.18,138
15258,설악산,설악산,백담지구,백담,2021.9.18,1071
15259,설악산,설악산,고지대,희운각,2021.9.18,4
15260,설악산,설악산,고지대,소청,2021.9.18,2
15261,설악산,설악산,점봉산,점봉산(곰배령),2021.9.18,544
15262,설악산,설악산,설악동,설악동,2021.9.19,9960
15263,설악산,설악산,설악동,야영장,2021.9.19,240
15264,설악산,설악산,오색지구,남설악,2021.9.19,1242
15265,설악산,설악산,오색지구,약수터입구,2021.9.19,1349
15266,설악산,설악산,오색지구,용소폭포,2021.9.19,411
15267,설악산,설악산,오색지구,흘림골,2021.9.19,0
15268,설악산,설악산,장수대지구,장수대,2021.9.19,170
15269,설악산,설악산,장수대지구,한계령,2021.9.19,553
15270,설악산,설악산,백담지구,남교리,2021.9.19,251
15271,설악산,설악산,백담지구,백담,2021.9.19,2008
15272,설악산,설악산,고지대,희운각,2021.9.19,11
15273,설악산,설악산,고지대,소청,2021.9.19,5
15274,설악산,설악산,점봉산,점봉산(곰배령),2021.9.19,699
15275,설악산,설악산,설악동,설악동,2021.9.20,11962
15276,설악산,설악산,설악동,야영장,2021.9.20,232
15277,설악산,설악산,오색지구,남설악,2021.9.20,577
15278,설악산,설악산,오색지구,약수터입구,2021.9.20,1659
15279,설악산,설악산,오색지구,용소폭포,2021.9.20,504
15280,설악산,설악산,오색지구,흘림골,2021.9.20,0
15281,설악산,설악산,장수대지구,장수대,2021.9.20,168
15282,설악산,설악산,장수대지구,한계령,2021.9.20,419
15283,설악산,설악산,백담지구,남교리,2021.9.20,284
15284,설악산,설악산,백담지구,백담,2021.9.20,2001
15285,설악산,설악산,고지대,희운각,2021.9.20,15
15286,설악산,설악산,고지대,소청,2021.9.20,8
15287,설악산,설악산,점봉산,점봉산(곰배령),2021.9.20,0
15288,설악산,설악산,설악동,설악동,2021.9.21,6401
15289,설악산,설악산,설악동,야영장,2021.9.21,236
15290,설악산,설악산,오색지구,남설악,2021.9.21,83
15291,설악산,설악산,오색지구,약수터입구,2021.9.21,789
15292,설악산,설악산,오색지구,용소폭포,2021.9.21,72
15293,설악산,설악산,오색지구,흘림골,2021.9.21,0
15294,설악산,설악산,장수대지구,장수대,2021.9.21,59
15295,설악산,설악산,장수대지구,한계령,2021.9.21,88
15296,설악산,설악산,백담지구,남교리,2021.9.21,95
15297,설악산,설악산,백담지구,백담,2021.9.21,931
15298,설악산,설악산,고지대,희운각,2021.9.21,5
15299,설악산,설악산,고지대,소청,2021.9.21,2
15300,설악산,설악산,점봉산,점봉산(곰배령),2021.9.21,0
15301,설악산,설악산,설악동,설악동,2021.9.22,5453
15302,설악산,설악산,설악동,야영장,2021.9.22,228
15303,설악산,설악산,오색지구,남설악,2021.9.22,281
15304,설악산,설악산,오색지구,약수터입구,2021.9.22,873
15305,설악산,설악산,오색지구,용소폭포,2021.9.22,125
15306,설악산,설악산,오색지구,흘림골,2021.9.22,0
15307,설악산,설악산,장수대지구,장수대,2021.9.22,106
15308,설악산,설악산,장수대지구,한계령,2021.9.22,154
15309,설악산,설악산,백담지구,남교리,2021.9.22,63
15310,설악산,설악산,백담지구,백담,2021.9.22,888
15311,설악산,설악산,고지대,희운각,2021.9.22,6
15312,설악산,설악산,고지대,소청,2021.9.22,2
15313,설악산,설악산,점봉산,점봉산(곰배령),2021.9.22,420
15314,설악산,설악산,설악동,설악동,2021.9.23,4002
15315,설악산,설악산,설악동,야영장,2021.9.23,224
15316,설악산,설악산,오색지구,남설악,2021.9.23,228
15317,설악산,설악산,오색지구,약수터입구,2021.9.23,533
15318,설악산,설악산,오색지구,용소폭포,2021.9.23,26
15319,설악산,설악산,오색지구,흘림골,2021.9.23,0
15320,설악산,설악산,장수대지구,장수대,2021.9.23,60
15321,설악산,설악산,장수대지구,한계령,2021.9.23,109
15322,설악산,설악산,백담지구,남교리,2021.9.23,40
15323,설악산,설악산,백담지구,백담,2021.9.23,567
15324,설악산,설악산,고지대,희운각,2021.9.23,2
15325,설악산,설악산,고지대,소청,2021.9.23,0
15326,설악산,설악산,점봉산,점봉산(곰배령),2021.9.23,278
15327,설악산,설악산,설악동,설악동,2021.9.24,2814
15328,설악산,설악산,설악동,야영장,2021.9.24,200
15329,설악산,설악산,오색지구,남설악,2021.9.24,173
15330,설악산,설악산,오색지구,약수터입구,2021.9.24,324
15331,설악산,설악산,오색지구,용소폭포,2021.9.24,33
15332,설악산,설악산,오색지구,흘림골,2021.9.24,0
15333,설악산,설악산,장수대지구,장수대,2021.9.24,52
15334,설악산,설악산,장수대지구,한계령,2021.9.24,71
15335,설악산,설악산,백담지구,남교리,2021.9.24,30
15336,설악산,설악산,백담지구,백담,2021.9.24,445
15337,설악산,설악산,고지대,희운각,2021.9.24,0
15338,설악산,설악산,고지대,소청,2021.9.24,0
15339,설악산,설악산,점봉산,점봉산(곰배령),2021.9.24,375
15340,설악산,설악산,설악동,설악동,2021.9.25,2144
15341,설악산,설악산,설악동,야영장,2021.9.25,224
15342,설악산,설악산,오색지구,남설악,2021.9.25,563
15343,설악산,설악산,오색지구,약수터입구,2021.9.25,430
15344,설악산,설악산,오색지구,용소폭포,2021.9.25,82
15345,설악산,설악산,오색지구,흘림골,2021.9.25,0
15346,설악산,설악산,장수대지구,장수대,2021.9.25,216
15347,설악산,설악산,장수대지구,한계령,2021.9.25,234
15348,설악산,설악산,백담지구,남교리,2021.9.25,75
15349,설악산,설악산,백담지구,백담,2021.9.25,1286
15350,설악산,설악산,고지대,희운각,2021.9.25,1
15351,설악산,설악산,고지대,소청,2021.9.25,0
15352,설악산,설악산,점봉산,점봉산(곰배령),2021.9.25,612
15353,설악산,설악산,설악동,설악동,2021.9.26,5558
15354,설악산,설악산,설악동,야영장,2021.9.26,132
15355,설악산,설악산,오색지구,남설악,2021.9.26,664
15356,설악산,설악산,오색지구,약수터입구,2021.9.26,706
15357,설악산,설악산,오색지구,용소폭포,2021.9.26,111
15358,설악산,설악산,오색지구,흘림골,2021.9.26,0
15359,설악산,설악산,장수대지구,장수대,2021.9.26,105
15360,설악산,설악산,장수대지구,한계령,2021.9.26,589
15361,설악산,설악산,백담지구,남교리,2021.9.26,135
15362,설악산,설악산,백담지구,백담,2021.9.26,1046
15363,설악산,설악산,고지대,희운각,2021.9.26,2
15364,설악산,설악산,고지대,소청,2021.9.26,1
15365,설악산,설악산,점봉산,점봉산(곰배령),2021.9.26,600
15366,설악산,설악산,설악동,설악동,2021.9.27,2916
15367,설악산,설악산,설악동,야영장,2021.9.27,0
15368,설악산,설악산,오색지구,남설악,2021.9.27,155
15369,설악산,설악산,오색지구,약수터입구,2021.9.27,319
15370,설악산,설악산,오색지구,용소폭포,2021.9.27,41
15371,설악산,설악산,오색지구,흘림골,2021.9.27,0
15372,설악산,설악산,장수대지구,장수대,2021.9.27,73
15373,설악산,설악산,장수대지구,한계령,2021.9.27,113
15374,설악산,설악산,백담지구,남교리,2021.9.27,45
15375,설악산,설악산,백담지구,백담,2021.9.27,437
15376,설악산,설악산,고지대,희운각,2021.9.27,0
15377,설악산,설악산,고지대,소청,2021.9.27,0
15378,설악산,설악산,점봉산,점봉산(곰배령),2021.9.27,0
15379,설악산,설악산,설악동,설악동,2021.9.28,2750
15380,설악산,설악산,설악동,야영장,2021.9.28,0
15381,설악산,설악산,오색지구,남설악,2021.9.28,235
15382,설악산,설악산,오색지구,약수터입구,2021.9.28,365
15383,설악산,설악산,오색지구,용소폭포,2021.9.28,69
15384,설악산,설악산,오색지구,흘림골,2021.9.28,0
15385,설악산,설악산,장수대지구,장수대,2021.9.28,102
15386,설악산,설악산,장수대지구,한계령,2021.9.28,421
15387,설악산,설악산,백담지구,남교리,2021.9.28,34
15388,설악산,설악산,백담지구,백담,2021.9.28,372
15389,설악산,설악산,고지대,희운각,2021.9.28,0
15390,설악산,설악산,고지대,소청,2021.9.28,0
15391,설악산,설악산,점봉산,점봉산(곰배령),2021.9.28,0
15392,설악산,설악산,설악동,설악동,2021.9.29,804
15393,설악산,설악산,설악동,야영장,2021.9.29,0
15394,설악산,설악산,오색지구,남설악,2021.9.29,23
15395,설악산,설악산,오색지구,약수터입구,2021.9.29,179
15396,설악산,설악산,오색지구,용소폭포,2021.9.29,6
15397,설악산,설악산,오색지구,흘림골,2021.9.29,0
15398,설악산,설악산,장수대지구,장수대,2021.9.29,9
15399,설악산,설악산,장수대지구,한계령,2021.9.29,37
15400,설악산,설악산,백담지구,남교리,2021.9.29,13
15401,설악산,설악산,백담지구,백담,2021.9.29,162
15402,설악산,설악산,고지대,희운각,2021.9.29,0
15403,설악산,설악산,고지대,소청,2021.9.29,0
15404,설악산,설악산,점봉산,점봉산(곰배령),2021.9.29,242
15405,설악산,설악산,설악동,설악동,2021.9.30,2682
15406,설악산,설악산,설악동,야영장,2021.9.30,0
15407,설악산,설악산,오색지구,남설악,2021.9.30,194
15408,설악산,설악산,오색지구,약수터입구,2021.9.30,241
15409,설악산,설악산,오색지구,용소폭포,2021.9.30,122
15410,설악산,설악산,오색지구,흘림골,2021.9.30,0
15411,설악산,설악산,장수대지구,장수대,2021.9.30,107
15412,설악산,설악산,장수대지구,한계령,2021.9.30,501
15413,설악산,설악산,백담지구,남교리,2021.9.30,17
15414,설악산,설악산,백담지구,백담,2021.9.30,376
15415,설악산,설악산,고지대,희운각,2021.9.30,0
15416,설악산,설악산,고지대,소청,2021.9.30,0
15417,설악산,설악산,점봉산,점봉산(곰배령),2021.9.30,322
15418,설악산,설악산,설악동,설악동,2021.10.1,3216
15419,설악산,설악산,설악동,야영장,2021.10.1,0
15420,설악산,설악산,오색지구,남설악,2021.10.1,327
15421,설악산,설악산,오색지구,약수터입구,2021.10.1,357
15422,설악산,설악산,오색지구,용소폭포,2021.10.1,77
15423,설악산,설악산,오색지구,흘림골,2021.10.1,0
15424,설악산,설악산,장수대지구,장수대,2021.10.1,52
15425,설악산,설악산,장수대지구,한계령,2021.10.1,323
15426,설악산,설악산,백담지구,남교리,2021.10.1,57
15427,설악산,설악산,백담지구,백담,2021.10.1,624
15428,설악산,설악산,고지대,희운각,2021.10.1,0
15429,설악산,설악산,고지대,소청,2021.10.1,0
15430,설악산,설악산,점봉산,점봉산(곰배령),2021.10.1,337
15431,설악산,설악산,설악동,설악동,2021.10.2,8592
15432,설악산,설악산,설악동,야영장,2021.10.2,0
15433,설악산,설악산,오색지구,남설악,2021.10.2,1600
15434,설악산,설악산,오색지구,약수터입구,2021.10.2,1051
15435,설악산,설악산,오색지구,용소폭포,2021.10.2,271
15436,설악산,설악산,오색지구,흘림골,2021.10.2,0
15437,설악산,설악산,장수대지구,장수대,2021.10.2,239
15438,설악산,설악산,장수대지구,한계령,2021.10.2,1320
15439,설악산,설악산,백담지구,남교리,2021.10.2,161
15440,설악산,설악산,백담지구,백담,2021.10.2,2072
15441,설악산,설악산,고지대,희운각,2021.10.2,19
15442,설악산,설악산,고지대,소청,2021.10.2,7
15443,설악산,설악산,점봉산,점봉산(곰배령),2021.10.2,837
15444,설악산,설악산,설악동,설악동,2021.10.3,11611
15445,설악산,설악산,설악동,야영장,2021.10.3,0
15446,설악산,설악산,오색지구,남설악,2021.10.3,1749
15447,설악산,설악산,오색지구,약수터입구,2021.10.3,1422
15448,설악산,설악산,오색지구,용소폭포,2021.10.3,324
15449,설악산,설악산,오색지구,흘림골,2021.10.3,0
15450,설악산,설악산,장수대지구,장수대,2021.10.3,383
15451,설악산,설악산,장수대지구,한계령,2021.10.3,1442
15452,설악산,설악산,백담지구,남교리,2021.10.3,278
15453,설악산,설악산,백담지구,백담,2021.10.3,2618
15454,설악산,설악산,고지대,희운각,2021.10.3,23
15455,설악산,설악산,고지대,소청,2021.10.3,11
15456,설악산,설악산,점봉산,점봉산(곰배령),2021.10.3,848
15457,설악산,설악산,설악동,설악동,2021.10.4,5095
15458,설악산,설악산,설악동,야영장,2021.10.4,72
15459,설악산,설악산,오색지구,남설악,2021.10.4,348
15460,설악산,설악산,오색지구,약수터입구,2021.10.4,533
15461,설악산,설악산,오색지구,용소폭포,2021.10.4,142
15462,설악산,설악산,오색지구,흘림골,2021.10.4,0
15463,설악산,설악산,장수대지구,장수대,2021.10.4,119
15464,설악산,설악산,장수대지구,한계령,2021.10.4,386
15465,설악산,설악산,백담지구,남교리,2021.10.4,141
15466,설악산,설악산,백담지구,백담,2021.10.4,827
15467,설악산,설악산,고지대,희운각,2021.10.4,1
15468,설악산,설악산,고지대,소청,2021.10.4,0
15469,설악산,설악산,점봉산,점봉산(곰배령),2021.10.4,0
15470,설악산,설악산,설악동,설악동,2021.10.5,1430
15471,설악산,설악산,설악동,야영장,2021.10.5,112
15472,설악산,설악산,오색지구,남설악,2021.10.5,80
15473,설악산,설악산,오색지구,약수터입구,2021.10.5,104
15474,설악산,설악산,오색지구,용소폭포,2021.10.5,51
15475,설악산,설악산,오색지구,흘림골,2021.10.5,0
15476,설악산,설악산,장수대지구,장수대,2021.10.5,32
15477,설악산,설악산,장수대지구,한계령,2021.10.5,50
15478,설악산,설악산,백담지구,남교리,2021.10.5,11
15479,설악산,설악산,백담지구,백담,2021.10.5,254
15480,설악산,설악산,고지대,희운각,2021.10.5,0
15481,설악산,설악산,고지대,소청,2021.10.5,0
15482,설악산,설악산,점봉산,점봉산(곰배령),2021.10.5,0
15483,설악산,설악산,설악동,설악동,2021.10.6,620
15484,설악산,설악산,설악동,야영장,2021.10.6,124
15485,설악산,설악산,오색지구,남설악,2021.10.6,156
15486,설악산,설악산,오색지구,약수터입구,2021.10.6,416
15487,설악산,설악산,오색지구,용소폭포,2021.10.6,102
15488,설악산,설악산,오색지구,흘림골,2021.10.6,0
15489,설악산,설악산,장수대지구,장수대,2021.10.6,59
15490,설악산,설악산,장수대지구,한계령,2021.10.6,137
15491,설악산,설악산,백담지구,남교리,2021.10.6,20
15492,설악산,설악산,백담지구,백담,2021.10.6,263
15493,설악산,설악산,고지대,희운각,2021.10.6,0
15494,설악산,설악산,고지대,소청,2021.10.6,0
15495,설악산,설악산,점봉산,점봉산(곰배령),2021.10.6,153
15496,설악산,설악산,설악동,설악동,2021.10.7,2690
15497,설악산,설악산,설악동,야영장,2021.10.7,132
15498,설악산,설악산,오색지구,남설악,2021.10.7,69
15499,설악산,설악산,오색지구,약수터입구,2021.10.7,250
15500,설악산,설악산,오색지구,용소폭포,2021.10.7,34
15501,설악산,설악산,오색지구,흘림골,2021.10.7,0
15502,설악산,설악산,장수대지구,장수대,2021.10.7,46
15503,설악산,설악산,장수대지구,한계령,2021.10.7,108
15504,설악산,설악산,백담지구,남교리,2021.10.7,43
15505,설악산,설악산,백담지구,백담,2021.10.7,457
15506,설악산,설악산,고지대,희운각,2021.10.7,5
15507,설악산,설악산,고지대,소청,2021.10.7,1
15508,설악산,설악산,점봉산,점봉산(곰배령),2021.10.7,257
15509,설악산,설악산,설악동,설악동,2021.10.8,2059
15510,설악산,설악산,설악동,야영장,2021.10.8,304
15511,설악산,설악산,오색지구,남설악,2021.10.8,183
15512,설악산,설악산,오색지구,약수터입구,2021.10.8,248
15513,설악산,설악산,오색지구,용소폭포,2021.10.8,78
15514,설악산,설악산,오색지구,흘림골,2021.10.8,0
15515,설악산,설악산,장수대지구,장수대,2021.10.8,72
15516,설악산,설악산,장수대지구,한계령,2021.10.8,152
15517,설악산,설악산,백담지구,남교리,2021.10.8,84
15518,설악산,설악산,백담지구,백담,2021.10.8,624
15519,설악산,설악산,고지대,희운각,2021.10.8,2
15520,설악산,설악산,고지대,소청,2021.10.8,0
15521,설악산,설악산,점봉산,점봉산(곰배령),2021.10.8,476
15522,설악산,설악산,설악동,설악동,2021.10.9,7408
15523,설악산,설악산,설악동,야영장,2021.10.9,384
15524,설악산,설악산,오색지구,남설악,2021.10.9,1862
15525,설악산,설악산,오색지구,약수터입구,2021.10.9,1356
15526,설악산,설악산,오색지구,용소폭포,2021.10.9,438
15527,설악산,설악산,오색지구,흘림골,2021.10.9,0
15528,설악산,설악산,장수대지구,장수대,2021.10.9,392
15529,설악산,설악산,장수대지구,한계령,2021.10.9,1479
15530,설악산,설악산,백담지구,남교리,2021.10.9,383
15531,설악산,설악산,백담지구,백담,2021.10.9,3866
15532,설악산,설악산,고지대,희운각,2021.10.9,26
15533,설악산,설악산,고지대,소청,2021.10.9,12
15534,설악산,설악산,점봉산,점봉산(곰배령),2021.10.9,950
15535,설악산,설악산,설악동,설악동,2021.10.10,15166
15536,설악산,설악산,설악동,야영장,2021.10.10,380
15537,설악산,설악산,오색지구,남설악,2021.10.10,2306
15538,설악산,설악산,오색지구,약수터입구,2021.10.10,2094
15539,설악산,설악산,오색지구,용소폭포,2021.10.10,565
15540,설악산,설악산,오색지구,흘림골,2021.10.10,0
15541,설악산,설악산,장수대지구,장수대,2021.10.10,307
15542,설악산,설악산,장수대지구,한계령,2021.10.10,1854
15543,설악산,설악산,백담지구,남교리,2021.10.10,338
15544,설악산,설악산,백담지구,백담,2021.10.10,3386
15545,설악산,설악산,고지대,희운각,2021.10.10,37
15546,설악산,설악산,고지대,소청,2021.10.10,21
15547,설악산,설악산,점봉산,점봉산(곰배령),2021.10.10,1260
15548,설악산,설악산,설악동,설악동,2021.10.11,7220
15549,설악산,설악산,설악동,야영장,2021.10.11,264
15550,설악산,설악산,오색지구,남설악,2021.10.11,394
15551,설악산,설악산,오색지구,약수터입구,2021.10.11,1138
15552,설악산,설악산,오색지구,용소폭포,2021.10.11,325
15553,설악산,설악산,오색지구,흘림골,2021.10.11,0
15554,설악산,설악산,장수대지구,장수대,2021.10.11,185
15555,설악산,설악산,장수대지구,한계령,2021.10.11,289
15556,설악산,설악산,백담지구,남교리,2021.10.11,214
15557,설악산,설악산,백담지구,백담,2021.10.11,1438
15558,설악산,설악산,고지대,희운각,2021.10.11,11
15559,설악산,설악산,고지대,소청,2021.10.11,5
15560,설악산,설악산,점봉산,점봉산(곰배령),2021.10.11,0
15561,설악산,설악산,설악동,설악동,2021.10.12,5628
15562,설악산,설악산,설악동,야영장,2021.10.12,324
15563,설악산,설악산,오색지구,남설악,2021.10.12,427
15564,설악산,설악산,오색지구,약수터입구,2021.10.12,755
15565,설악산,설악산,오색지구,용소폭포,2021.10.12,303
